rank,business_name,legal_name_on_license,tier,research_batch,fit_percent,cslb_license,license_status,entity,classifications,issue_date,expire_date,bond_carrier,bond_amount,bond_cancellation,workers_comp,cslb_address,cslb_phone,published_phone,sf_plumbing_permits,website,snake_shower,tub_overflow_access,non_destructive,prewar_galvanized,camera_inspection,weekend_emergency,flag_count,critical_flags,cslb_source_url,raw_capture
232,Superior Plumbing,SUPERIOR PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,664620,expired,Partnership,C16 - FIRE PROTECTION; C36 - PLUMBING,02/11/1993,02/28/2023,HUDSON INSURANCE COMPANY,"$25,000",03/02/2024,exempt,"P O BOX 78463 / SAN FRANCISCO, CA 94107",(415) 503-0064,(415) 503-0064,262,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=664620,data/raw/cslb-664620.txt
233,Alliance Plumbing Company,ALLIANCE PLUMBING COMPANY,do-not-hire,2026-09-04-expansion-50-b4,0,923951,inactive,Sole Ownership,C36 - PLUMBING,10/22/2008,10/31/2028,WESTERN SURETY COMPANY,"$15,000",04/28/2021,exempt,"10441 GEIL STREET / CASTROVILLE, CA 95012",(831) 633-1936,(831) 633-1936,256,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE INACTIVE - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=923951,data/raw/cslb-923951.txt
234,M C Plumbing,M C PLUMBING,do-not-hire,2026-09-04-expansion-50-b4,0,979693,suspended,Sole Ownership,C36 - PLUMBING,12/20/2012,12/31/2026,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",,exempt,"210 RANGEWOOD DRIVE / PITTSBURG, CA 94565",(925) 628-7622,(925) 628-7622,254,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE SUSPENDED - do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=979693,data/raw/cslb-979693.txt
235,Mr. Rooter of San Francisco (SFGDL Industries Inc),SFGDL INDUSTRIES INC,do-not-hire,,0,974194,expired,Corporation,C36 - PLUMBING,06/22/2012,08/31/2021,HUDSON INSURANCE COMPANY,"$15,000",09/11/2021,exempt,"dba MR ROOTER OF SAN FRANCISCO / 3801 GODDING HOLLOW PARKWAY / FREDERICK, CO 80516",(720) 526-6309,(720) 526-6309,72,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE EXPIRED 08/31/2021,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=974194,data/raw/cslb-974194.txt
236,All Valley Plumbing Inc,ALL VALLEY PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b3,0,794890,canceled,Corporation,C36 - PLUMBING,05/09/2001,01/25/2019,WESTERN SURETY COMPANY,"$15,000",04/16/2018,exempt,"42329 OSGOOD RD #C / FREMONT, CA 94539",(510) 661-9095,(510) 661-9095,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=794890,data/raw/cslb-794890.txt
237,Aqua Stat Plumbing Inc.,AQUA STAT PLUMBING INC,do-not-hire,2026-09-04-expansion-20,0,1042922,suspended,Corporation,C36 - PLUMBING; C42 - SANITATION SYSTEM,08/09/2018,08/31/2028,NORTH RIVER INSURANCE COMPANY (THE),"$25,000",08/15/2026,exempt,"1843 EGRET LANE / HAYWARD, CA 94545",(510) 755-7437,(510) 755-7437,,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE SUSPENDED — do not book; Platform listing conflicts with current license status,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=1042922,data/raw/cslb-1042922.txt
238,Di Maggio Plumbing,DI MAGGIO PLUMBING,do-not-hire,2026-09-04-expansion-50-b3,0,608924,expired,Sole Ownership,C36 - PLUMBING,01/08/1991,01/31/2023,HUDSON INSURANCE COMPANY,"$25,000",02/04/2023,exempt,"2594 32ND AVENUE / SAN FRANCISCO, CA 94116",(415) 566-6377,(415) 566-6377,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=608924,data/raw/cslb-608924.txt
239,Eric Brand Plumbing (Rayna Brand),RAYNA BRAND,do-not-hire,,0,920294,canceled,Sole Ownership,C36 - PLUMBING,08/04/2008,08/31/2024,HUDSON INSURANCE COMPANY,"$25,000",12/05/2024,insured,"DBA ERIC BRAND PLUMBING / 174 BYXBEE STREET / SAN FRANCISCO, CA 94132",(415) 572-5991,(415) 572-5991,,,unknown,unknown,unknown,unknown,unknown,unknown,3,LICENSE CANCELED,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=920294,data/raw/cslb-920294.txt
240,Feng K Plumbing Co,FENG K PLUMBING CO,do-not-hire,2026-09-04-expansion-50-b3,0,839447,suspended,Sole Ownership,C36 - PLUMBING,05/28/2004,05/31/2028,HUDSON INSURANCE COMPANY,"$25,000",09/01/2026,exempt,"1654 23RD AVENUE / SAN FRANCISCO, CA 94122",(415) 939-8822,(415) 939-8822,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE UNDER BOND SUSPENSION — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=839447,data/raw/cslb-839447.txt
241,Haty Inc,HATY INC,do-not-hire,2026-09-04-expansion-50-b3,0,483091,canceled,Corporation,C16 - FIRE PROTECTION ; C36 - PLUMBING,11/21/1985,01/31/2023,HUDSON INSURANCE COMPANY,"$25,000",07/01/2023,insured,"dba F & S PLUMBING LTD / 849 CABRILLO STREET / SAN FRANCISCO, CA 94118",(415) 668-2247,(415) 668-2247,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=483091,data/raw/cslb-483091.txt
242,Heise's Plumbing,HEISE'S PLUMBING,do-not-hire,2026-09-04-expansion-50-b3,0,593285,canceled,Partnership,C16 - FIRE PROTECTION ; C36 - PLUMBING,05/09/1990,01/01/2002,SURETY COMPANY OF THE PACIFIC,"$7,500",06/01/2002,insured,"3271 16TH STREET / SAN FRANCISCO, CA 94103",(415) 552-0720,(415) 552-0720,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=593285,data/raw/cslb-593285.txt
243,J S Plumbing Co,J S PLUMBING CO,do-not-hire,2026-09-04-expansion-50-b3,0,375432,expired,Sole Ownership,C36 - PLUMBING,05/18/1979,05/31/2019,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$15,000",04/05/2019,exempt,"2434 17TH AVENUE / SAN FRANCISCO, CA 94116",(415) 665-0105,(415) 665-0105,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=375432,data/raw/cslb-375432.txt
244,John L Plumbing Inc,JOHN L PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b3,0,724165,canceled,Corporation,C36 - PLUMBING,06/19/1996,11/26/2016,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$15,000",12/09/2016,insured,"1164 GRAND TETON DRIVE / PACIFICA, CA 94044",(415) 517-7260,(415) 517-7260,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=724165,data/raw/cslb-724165.txt
245,Kavanaugh & Wilpitz Inc,KAVANAUGH & WILPITZ INC,do-not-hire,2026-09-04-expansion-50-b3,0,482349,expired,Corporation,C36 - PLUMBING ; C16 - FIRE PROTECTION ; C46 - SOLAR,11/07/1985,11/30/2007,INDEMNITY COMPANY OF CALIFORNIA,"$12,500",08/09/2007,insured,"dba MALCOLM PLUMBING CO / 76 - 14TH ST / SAN FRANCISCO, CA 94103",(415) 621-1985,(415) 621-1985,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=482349,data/raw/cslb-482349.txt
246,Ledda Plumbing Inc,LEDDA PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b3,0,383601,canceled,Corporation,"C-4 - BOILER, HOT WATER HEATING AND STEAM FITTING ; C16 - FIRE PROTECTION ; C36 - PLUMBING",11/02/1979,05/31/2012,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$12,500",02/14/2014,insured,"200 VALLEY DR #8 / BRISBANE, CA 94005",(415) 468-2850,(415) 468-2850,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=383601,data/raw/cslb-383601.txt
247,Parks Plumbing and Heating,PARKS PLUMBING AND HEATING,do-not-hire,2026-09-04-expansion-50-b3,0,391483,canceled,Sole Ownership,"C20 - WARM-AIR HEATING, VENTILATING AND AIR-CONDITIONING ; C36 - PLUMBING ; C16 - FIRE PROTECTION",07/07/1980,08/11/2015,SURETEC INDEMNITY COMPANY,"$15,000",02/21/2016,insured,"624-1/2 PRECITA AVENUE / SAN FRANCISCO, CA 94110",(415) 601-6732,(415) 601-6732,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED ON DEATH OF CONTRACTOR — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=391483,data/raw/cslb-391483.txt
248,Plumbing Pure Inc.,PLUMBING PURE INC,do-not-hire,2026-09-04-expansion-20,0,1017368,expired,Corporation,C36 - PLUMBING,08/18/2016,08/31/2024,WESTERN SURETY COMPANY,"$25,000",,insured,"319 27TH AVE 1 / SAN FRANCISCO, CA 94121",(415) 359-6095,(415) 359-6095,,,unknown,unknown,unknown,unknown,unknown,unknown,2,LICENSE EXPIRED — do not book; Live-looking Yelp listing conflicts with CSLB,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=1017368,data/raw/cslb-1017368.txt
249,Plumbworks Inc,PLUMBWORKS INC,do-not-hire,2026-09-04-expansion-50-b3,0,486122,canceled,Corporation,C16 - FIRE PROTECTION ; C36 - PLUMBING,01/28/1986,06/29/2021,SURETEC INSURANCE COMPANY,"$15,000",09/09/2022,exempt,"DBA CHRIS GOODWIN PLUMBING / 494 SILVER AVE UNIT A / HALF MOON BAY, CA 94019",(415) 681-1309,(415) 681-1309,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=486122,data/raw/cslb-486122.txt
250,Pro Plumbing,PRO PLUMBING,do-not-hire,2026-09-04-expansion-50-b3,0,859973,expired,Sole Ownership,C36 - PLUMBING ; C16 - FIRE PROTECTION,06/04/2005,06/30/2023,WESCO INSURANCE COMPANY,"$15,000",08/04/2017,exempt,"145 BARNEVELD AVE / SAN FRANCISCO, CA 94122",(415) 994-3468,(415) 994-3468,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=859973,data/raw/cslb-859973.txt
251,R Gonzalez Ventures Inc,R GONZALEZ VENTURES INC,do-not-hire,2026-09-04-expansion-50-b3,0,685330,canceled,Corporation,C27 - LANDSCAPING ; C36 - PLUMBING,03/15/1994,12/24/2012,WESCO INSURANCE COMPANY,"$12,500",09/24/2014,insured,"DBA GOLDEN GATE PLUMBING & ROOTER / 9333 A VIKING PLACE / ROSEVILLE, CA 95747",(916) 782-9391,(916) 782-9391,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=685330,data/raw/cslb-685330.txt
252,Reliable Plumbing Co,RELIABLE PLUMBING CO,do-not-hire,2026-09-04-expansion-50-b3,0,524073,expired,Sole Ownership,C36 - PLUMBING,02/08/1988,02/29/2024,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",04/03/2024,exempt,"75 LUPINE AVE / SAN FRANCISCO, CA 94118",(415) 726-3227,(415) 726-3227,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=524073,data/raw/cslb-524073.txt
253,Sweeney Plumbing Inc,SWEENEY PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b3,0,741266,canceled,Corporation,C36 - PLUMBING,10/09/1997,08/12/2017,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$15,000",07/06/2017,insured,"1308 PANACHE TERRACE / SUNNYVALE, CA 94087",(415) 828-4651,(415) 828-4651,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE CANCELED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=741266,data/raw/cslb-741266.txt
254,Wren Plumbing Inc,WREN PLUMBING INC,do-not-hire,2026-09-04-expansion-50-b3,0,475627,expired,Corporation,C16 - FIRE PROTECTION ; C36 - PLUMBING,06/26/1985,06/30/2021,SURETEC INDEMNITY COMPANY,"$15,000",06/07/2017,exempt,"dba REHN GEORGE PLUMBING COMPANY / 751 CALIFORNIA WAY / EMERALD HILLS, CA 94062",(650) 366-7803,(650) 366-7803,,,unknown,unknown,unknown,unknown,unknown,unknown,1,LICENSE EXPIRED — do not book,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=475627,data/raw/cslb-475627.txt
255,Discount Plumbing Inc (prior entity),DISCOUNT PLUMBING INC,historical,,0,755272,canceled,Corporation,C36 - PLUMBING ; A - GENERAL ENGINEERING,10/15/1998,09/13/2025,AMERICAN CONTRACTORS INDEMNITY COMPANY,"$25,000",,insured,"1325 HOWARD AVE BLDG 710 / BURLINGAME, CA 94010",(650) 991-2100,(650) 991-2100,2623,,unknown,unknown,unknown,unknown,unknown,unknown,2,,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=755272,data/raw/cslb-755272.txt
256,Fast Water Heater Partners I LP (prior entity),FAST WATER HEATER PARTNERS I L P,historical,2026-09-04-expansion-50-b4,0,931237,canceled,Partnership,C36 - PLUMBING,04/14/2009,10/01/2013,DEVELOPERS SURETY AND INDEMNITY COMPANY,"$12,500",11/01/2013,insured,"11715 NORTH CREEK PARKWAY S / C-106 / BOTHELL, WA 98011",(425) 636-7058,(425) 636-7058,406,,unknown,unknown,unknown,unknown,unknown,unknown,2,,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=931237,data/raw/cslb-931237.txt
257,Rescue Rooter (prior entity),RESCUE ROOTER,historical,2026-09-04-expansion-50-b4,0,744542,expired,Partnership,C36 - PLUMBING; C42 - SANITATION SYSTEM,01/09/1998,01/31/2008,RLI INSURANCE COMPANY,"$12,500",06/18/2007,insured,"860 RIDGE LAKE BLVD / MEMPHIS, TN 38120",(901) 271-9700,(901) 271-9700,347,,unknown,unknown,unknown,unknown,unknown,unknown,2,,https://www2.cslb.ca.gov/OnlineServices/CheckLicenseII/LicenseDetail.aspx?LicNum=744542,data/raw/cslb-744542.txt
